,movie,year,imdb,metascore,votes,duration (min),directors,genres,income
1570,Kona fer í stríð,2018,7.5,81,3701,101,Benedikt Erlingsson,"
Adventure, Comedy, Drama            ",0.85
1571,Jiang hu er nü,2018,7.1,85,3673,136,Zhangke Jia,"
Crime, Drama, Romance            ",0.42
1572,Take Your Pills,2018,6.4,54,3602,87,Alison Klayman,"
Documentary            ",0.01
1573,Samson,2018,4.4,17,3592,110,"
Bruce Macdonald, 
Gabriel Sabloff","
Action, Drama            ",4.72
1574,St. Agatha,2018,5.3,63,3572,103,Darren Lynn Bousman,"
Horror            ",0.01
1575,Kickboxer: Retaliation,2018,5.0,54,3558,110,Dimitri Logothetis,"
Action, Drama            ",0.01
1576,Show Dogs,2018,3.6,31,3549,92,Raja Gosnell,"
Adventure, Comedy, Family            ",17.74
1577,Museo,2018,7.0,86,3505,128,Alonso Ruizpalacios,"
Crime, Drama            ",0.15
1578,What Keeps You Alive,2018,5.7,66,3495,98,Colin Minihan,"
Horror, Thriller            ",0.01
1579,Ophelia,2018,7.0,60,3451,114,Claire McCarthy,"
Drama, Romance            ",0.05
1580,The Miracle Season,2018,6.5,44,3441,101,Sean McNamara,"
Drama, Sport            ",10.23
1581,The Happy Prince,2018,6.3,64,3417,105,Rupert Everett,"
Biography, Drama            ",0.47
1582,Backstabbing for Beginners,2018,6.2,48,3414,108,Per Fly,"
Drama, History, Romance            ",0.01
1583,Yip Man ngoi zyun: Cheung Tin Chi,2018,6.5,72,3369,107,Woo-Ping Yuen,"
Action, Crime            ",6.21
1584,Dead in a Week (Or Your Money Back),2018,6.2,38,3305,90,Tom Edmunds,"
Action, Comedy, Drama            ",0.01
1585,Welcome Home,2018,5.2,38,3288,97,George Ratliff,"
Thriller            ",0.01
1586,Back Roads,2018,7.0,42,3240,101,Alex Pettyfer,"
Crime, Drama, Thriller            ",0.01
1587,London Fields,2018,4.3,16,3236,118,Mathew Cullen,"
Crime, Mystery, Thriller            ",0.25
1588,Red Joan,2018,6.2,45,3230,101,Trevor Nunn,"
Biography, Drama, Romance            ",1.58
1589,They'll Love Me When I'm Dead,2018,7.5,77,3209,98,Morgan Neville,"
Documentary            ",0.01
1590,The Dark,2018,5.6,52,3200,95,Justin P. Lange,"
Drama, Fantasy, Horror            ",0.01
1591,Black Water,2018,4.6,16,3187,104,Pasha Patriki,"
Action, Drama, Thriller            ",0.01
1592,Blood Fest,2018,5.3,54,3156,92,Owen Egerton,"
Comedy, Horror            ",0.01
1593,Rust Creek,2018,5.7,59,3134,108,Jen McGowan,"
Drama, Horror, Thriller            ",0.01
1594,Shirkers,2018,7.4,88,3100,97,Sandi Tan,"
Documentary            ",0.01
1595,6 Balloons,2018,5.8,66,3005,74,Marja-Lewis Ryan,"
Drama            ",0.01
1596,A Vigilante,2018,5.6,68,2983,91,Sarah Daggar-Nickson,"
Crime, Drama, Mystery            ",0.01
1597,The Legacy of a Whitetail Deer Hunter,2018,5.5,49,2952,83,Jody Hill,"
Adventure, Comedy, Drama            ",0.01
1598,The Oath,2018,5.3,58,2924,93,Ike Barinholtz,"
Comedy, Thriller            ",0.4
1599,Ladies in Black,2018,6.7,65,2915,109,Bruce Beresford,"
Comedy, Drama            ",0.01
1600,Dog Days,2018,6.2,47,2914,113,Ken Marino,"
Comedy, Drama, Romance            ",6.81
1601,Benji,2018,6.4,53,2884,87,Brandon Camp,"
Crime, Drama, Family            ",0.01
1602,The Wind,2018,5.6,66,2870,86,Emma Tammi,"
Horror, Western            ",0.03
1603,"Ruben Brandt, Collector",2018,7.5,75,2834,96,Milorad Krstic,"
Animation, Action, Crime            ",0.12
1604,We the Animals,2018,6.9,83,2808,94,Jeremiah Zagar,"
Drama            ",0.4
1605,God's Not Dead: A Light in Darkness,2018,4.4,33,2775,105,Michael Mason,"
Drama            ",5.73
1606,In den Gängen,2018,6.9,67,2773,125,Thomas Stuber,"
Drama            ",0.02
1607,Unga Astrid,2018,7.1,71,2744,123,Pernille Fischer Christensen,"
Biography, Drama            ",0.12
1608,Wild Rose,2018,7.4,80,2712,101,Tom Harper,"
Drama, Music            ",1.55
1609,An Evening with Beverly Luff Linn,2018,5.7,54,2692,108,Jim Hosking,"
Comedy, Crime            ",0.01
1610,Le monde est à toi,2018,6.4,73,2691,102,Romain Gavras,"
Comedy, Crime            ",0.01
1611,Madeline's Madeline,2018,6.4,77,2626,93,Josephine Decker,"
Drama, Mystery, Thriller            ",0.18
1612,Di qiu zui hou de ye wan,2018,7.2,89,2601,138,Gan Bi,"
Drama, Mystery            ",0.48
1613,Puppet Master: The Littlest Reich,2018,5.4,52,2593,90,"
Sonny Laguna, 
Tommy Wiklund","
Comedy, Horror            ",0.01
1614,The Golem,2018,5.8,63,2582,95,"
Doron Paz, 
Yoav Paz","
Drama, Horror            ",0.01
1615,Swimming with Men,2018,6.3,44,2517,96,Oliver Parker,"
Comedy, Drama, Romance            ",0.02
1616,Damsel,2018,5.6,63,2478,113,"
David Zellner, 
Nathan Zellner","
Adventure, Comedy, Crime            ",0.31
1617,Quincy,2018,7.7,60,2460,124,"
Alan Hicks, 
Rashida Jones","
Documentary            ",0.01
1618,Level 16,2018,5.9,46,2449,102,Danishka Esterhazy,"
Sci-Fi, Thriller            ",0.01
1619,Scorched Earth,2018,4.7,32,2438,96,Peter Howitt,"
Action, Sci-Fi            ",0.01
1620,Possum,2018,5.5,64,2422,85,Matthew Holness,"
Drama, Horror, Thriller            ",0.01
1621,First Light,2018,5.5,49,2420,90,Jason Stone,"
Drama, Sci-Fi, Thriller            ",0.01
1622,Skate Kitchen,2018,6.8,72,2407,106,Crystal Moselle,"
Drama            ",0.24
1623,Peterloo,2018,6.5,66,2393,154,Mike Leigh,"
Drama, History            ",0.15
1624,Da xiang xi di er zuo,2018,7.8,86,2356,230,Bo Hu,"
Drama            ",0.03
1625,Napszállta,2018,6.5,65,2349,142,László Nemes,"
Drama            ",0.16
1626,River Runs Red,2018,4.8,26,2327,94,Wes Miller,"
Thriller            ",0.01
1627,Sayonara no asa ni yakusoku no hana o kazarô,2018,7.4,72,2309,115,Mari Okada,"
Animation, Adventure, Drama            ",0.01
1628,Josie,2018,5.5,31,2294,100,Eric England,"
Drama, Thriller            ",0.01
1629,Sauvage,2018,6.9,75,2287,99,Camille Vidal-Naquet,"
Drama            ",0.06
1630,What They Had,2018,6.7,69,2258,101,Elizabeth Chomko,"
Drama            ",0.26
1631,Birthmarked,2018,5.7,44,2230,90,Emanuel Hoss-Desmarais,"
Comedy            ",0.01
1632,Slice,2018,4.5,61,2210,83,Austin Vesely,"
Comedy, Crime, Fantasy            ",0.01
1633,Boarding School,2018,5.8,45,2203,111,Boaz Yakin,"
Horror, Mystery            ",0.01
1634,Croc-Blanc,2018,7.0,61,2179,85,Alexandre Espigares,"
Animation, Adventure            ",0.01
1635,Generation Wealth,2018,6.5,53,2164,105,Lauren Greenfield,"
Documentary            ",0.24
1636,Giant Little Ones,2018,7.2,67,2154,93,Keith Behrman,"
Drama            ",0.18
1637,Doubles vies,2018,6.7,79,2153,108,Olivier Assayas,"
Comedy, Drama, Romance            ",0.7
1638,The Devil's Doorway,2018,5.2,48,2149,76,Aislinn Clarke,"
Horror            ",0.01
1639,The White Crow,2018,6.5,61,2148,127,Ralph Fiennes,"
Biography, Drama            ",1.83
1640,The Seagull,2018,5.8,58,2134,98,Michael Mayer,"
Comedy, Drama, Romance            ",1.25
1641,The Legend of Cocaine Island,2018,6.3,44,2096,83,Theo Love,"
Documentary            ",0.01
1642,La enfermedad del domingo,2018,6.9,92,2084,113,Ramón Salazar,"
Drama            ",0.01
1643,Duck Butter,2018,5.3,58,2066,93,Miguel Arteta,"
Comedy, Drama, Romance            ",0.01
1644,Holiday,2018,5.9,78,2058,93,Isabella Eklöf,"
Crime, Drama            ",0.01
1645,Se rokh,2018,7.1,78,2052,100,Jafar Panahi,"
Drama            ",0.07
1646,Monster Party,2018,5.4,58,2048,89,Chris von Hoffmann,"
Comedy, Horror, Thriller            ",0.01
1647,Donbass,2018,6.8,74,2028,122,Sergey Loznitsa,"
Drama            ",0.01
1648,Bel Canto,2018,5.4,50,2015,100,Paul Weitz,"
Drama, Music, Romance            ",0.08
1649,A Kid Like Jake,2018,5.3,60,2011,92,Silas Howard,"
Drama, Family            ",0.04
1650,Coldplay: A Head Full of Dreams,2018,8.0,64,1996,115,Mat Whitecross,"
Documentary, Music            ",0.01
1651,Las herederas,2018,6.8,77,1978,98,Marcelo Martinessi,"
Drama            ",0.08
1652,Un couteau dans le coeur,2018,6.3,69,1978,102,Yann Gonzalez,"
Drama, Horror, Romance            ",0.03
1653,Yardie,2018,5.8,52,1962,101,Idris Elba,"
Crime, Drama            ",0.04
1654,Avengers: Endgame,2019,8.6,78,516602,181,"
Anthony Russo, 
Joe Russo","
Action, Adventure, Sci-Fi            ",857.72
1655,Captain Marvel,2019,7.0,64,342900,123,"
Anna Boden, 
Ryan Fleck","
Action, Adventure, Sci-Fi            ",426.83
1656,Shazam!,2019,7.2,70,160845,132,David F. Sandberg,"
Action, Adventure, Comedy            ",140.37
1657,Glass,2019,6.7,43,149204,129,M. Night Shyamalan,"
Drama, Sci-Fi, Thriller            ",111.04
1658,Spider-Man: Far from Home,2019,7.9,69,146274,129,Jon Watts,"
Action, Adventure, Sci-Fi            ",365.67
1659,Alita: Battle Angel,2019,7.4,53,141598,122,Robert Rodriguez,"
Action, Adventure, Sci-Fi            ",85.71
1660,Us,2019,7.0,81,136934,116,Jordan Peele,"
Horror, Mystery, Thriller            ",175.01
1661,John Wick: Chapter 3 - Parabellum,2019,7.9,73,120834,131,Chad Stahelski,"
Action, Crime, Thriller            ",170.34
1662,Aladdin,2019,7.3,53,97398,128,Guy Ritchie,"
Adventure, Comedy, Family            ",351.96
1663,Pokémon Detective Pikachu,2019,6.7,53,82323,104,Rob Letterman,"
Action, Adventure, Comedy            ",144.04
1664,Toy Story 4,2019,8.2,84,80111,100,Josh Cooley,"
Animation, Adventure, Comedy            ",415.18
1665,The Lion King,2019,7.1,55,79173,118,Jon Favreau,"
Animation, Adventure, Drama            ",453.1
1666,Triple Frontier,2019,6.5,61,78502,125,J.C. Chandor,"
Action, Adventure, Crime            ",0.01
1667,How to Train Your Dragon: The Hidden World,2019,7.6,71,69946,104,Dean DeBlois,"
Animation, Action, Adventure            ",160.8
1668,Murder Mystery,2019,6.0,38,60924,97,Kyle Newacheck,"
Action, Comedy, Crime            ",0.01
1669,Polar,2019,6.3,19,58495,118,Jonas Åkerlund,"
Action, Crime, Drama            ",0.01
1670,Godzilla: King of the Monsters,2019,6.5,48,58457,132,Michael Dougherty,"
Action, Adventure, Fantasy            ",110.28
1671,Dark Phoenix,2019,6.0,43,54399,113,Simon Kinberg,"
Action, Adventure, Sci-Fi            ",65.8
1672,Pet Sematary,2019,5.8,57,51819,101,"
Kevin Kölsch, 
Dennis Widmyer","
Horror, Mystery, Thriller            ",54.72
1673,Escape Room,2019,6.3,48,51415,99,Adam Robitel,"
Action, Adventure, Horror            ",57.01
1674,Rocketman,2019,7.6,69,50975,121,Dexter Fletcher,"
Biography, Drama, Music            ",95.75
1675,Once Upon a Time ... in Hollywood,2019,8.4,84,49959,161,Quentin Tarantino,"
Comedy, Drama            ",88.73
1676,The Highwaymen,2019,7.0,58,49720,132,John Lee Hancock,"
Biography, Crime, Drama            ",0.01
1677,"Extremely Wicked, Shockingly Evil and Vile",2019,6.7,52,49673,110,Joe Berlinger,"
Biography, Crime, Drama            ",0.01
1678,Isn't It Romantic,2019,5.9,60,45954,89,Todd Strauss-Schulson,"
Comedy, Fantasy, Romance            ",48.79
1679,Hellboy,2019,5.2,31,43224,120,Neil Marshall,"
Action, Adventure, Fantasy            ",21.9
1680,I Am Mother,2019,6.8,64,42862,113,Grant Sputore,"
Drama, Horror, Sci-Fi            ",0.01
1681,Velvet Buzzsaw,2019,5.7,61,42713,113,Dan Gilroy,"
Horror, Mystery, Thriller            ",0.01
1682,Dumbo,2019,6.4,51,41118,112,Tim Burton,"
Adventure, Family, Fantasy            ",114.77
1683,Fast & Furious Presents: Hobbs & Shaw,2019,7.0,60,40186,137,David Leitch,"
Action, Adventure            ",83.11
1684,Men in Black: International,2019,5.6,38,37280,114,F. Gary Gray,"
Action, Adventure, Comedy            ",79.29
1685,Captive State,2019,6.3,54,37079,109,Rupert Wyatt,"
Drama, Sci-Fi, Thriller            ",5.96
1686,The Lego Movie 2: The Second Part,2019,6.7,65,35992,107,Mike Mitchell,"
Animation, Action, Adventure            ",105.81
1687,Fighting with My Family,2019,7.1,68,35934,108,Stephen Merchant,"
Biography, Comedy, Drama            ",22.96
1688,Cold Pursuit,2019,6.2,57,34975,119,Hans Petter Moland,"
Action, Crime, Drama            ",32.14
1689,Happy Death Day 2U,2019,6.2,57,34154,100,Christopher Landon,"
Comedy, Horror, Mystery            ",28.05
1690,Long Shot,2019,7.0,67,34079,125,Jonathan Levine,"
Comedy, Romance            ",30.32
1691,Always Be My Maybe,2019,6.8,64,31125,101,Nahnatchka Khan,"
Comedy, Romance            ",0.01
1692,Booksmart,2019,7.4,84,30616,102,Olivia Wilde,"
Comedy            ",22.68
1693,Midsommar,2019,7.6,73,30057,147,Ari Aster,"
Drama, Horror, Mystery            ",25.53
1694,The Dirt,2019,7.0,39,29468,107,Jeff Tremaine,"
Biography, Comedy, Drama            ",0.01
1695,Brightburn,2019,6.2,44,29183,90,David Yarovesky,"
Horror, Sci-Fi            ",17.3
1696,Fyre,2019,7.3,75,27014,97,Chris Smith,"
Documentary, Music            ",0.01
1697,Yesterday,2019,7.0,56,26855,116,Danny Boyle,"
Comedy, Fantasy, Music            ",69.35
1698,IO,2019,4.7,40,25474,96,Jonathan Helpert,"
Adventure, Drama, Romance            ",0.01
1699,The Silence,2019,5.2,25,25284,90,John R. Leonetti,"
Horror, Thriller            ",0.01
1700,Shaft,2019,6.4,40,24093,111,Tim Story,"
Action, Comedy, Crime            ",21.35
1701,Serenity,2019,5.3,37,21672,106,Steven Knight,"
Drama, Mystery, Thriller            ",8.55
1702,Annabelle Comes Home,2019,6.2,53,20718,106,Gary Dauberman,"
Horror, Mystery, Thriller            ",72.13
1703,The Curse of La Llorona,2019,5.4,41,19940,93,Michael Chaves,"
Horror, Mystery, Thriller            ",54.73
1704,Liu lang di qiu,2019,6.1,57,19763,125,Frant Gwo,"
Action, Drama, Sci-Fi            ",2.19
1705,Gully Boy,2019,8.3,65,19677,153,Zoya Akhtar,"
Drama, Music            ",5.57
1706,Five Feet Apart,2019,7.2,53,19339,116,Justin Baldoni,"
Drama, Romance            ",45.73
1707,Close,2019,5.6,51,16035,94,Vicky Jewson,"
Action, Thriller            ",0.01
1708,The Professor and the Madman,2019,7.3,25,15509,124,Farhad Safinia,"
Biography, Drama, Mystery            ",0.01
1709,After,2019,5.4,30,15469,105,Jenny Gage,"
Drama, Romance            ",12.14
1710,The Prodigy,2019,5.9,45,14340,92,Nicholas McCarthy,"
Horror, Thriller            ",14.86
1711,Wine Country,2019,5.4,56,13629,103,Amy Poehler,"
Comedy            ",0.01
1712,The Boy Who Harnessed the Wind,2019,7.6,68,12587,113,Chiwetel Ejiofor,"
Drama            ",0.01
1713,Child's Play,2019,6.3,48,12386,90,Lars Klevberg,"
Horror            ",29.21
1714,What Men Want,2019,5.0,49,12279,117,Adam Shankman,"
Comedy, Fantasy, Romance            ",54.61
1715,The Secret Life of Pets 2,2019,6.6,55,11990,86,"
Chris Renaud, 
Jonathan del Val","
Animation, Adventure, Comedy            ",156.17
1716,The Hustle,2019,5.3,35,11575,93,Chris Addison,"
Comedy, Crime            ",35.42
1717,Someone Great,2019,6.2,63,11246,92,Jennifer Kaytin Robinson,"
Comedy, Romance            ",0.01
1718,Gisaengchung,2019,8.6,89,10641,132,Joon-ho Bong,"
Comedy, Drama, Thriller            ",0.01
1719,Crawl,2019,6.6,61,10635,87,Alexandre Aja,"
Action, Drama, Horror            ",37.37
1720,The Dead Don't Die,2019,6.0,54,10417,104,Jim Jarmusch,"
Comedy, Fantasy, Horror            ",6.56
1721,Tolkien,2019,6.9,48,9902,112,Dome Karukoski,"
Biography, Drama, War            ",4.54
1722,Apollo 11,2019,8.3,88,9623,93,Todd Douglas Miller,"
Documentary, History            ",9.04
1723,The Kid Who Would Be King,2019,6.0,66,9401,120,Joe Cornish,"
Action, Adventure, Family            ",16.79
1724,Ma,2019,5.8,53,9097,99,Tate Taylor,"
Horror, Thriller            ",45.37
1725,The Beach Bum,2019,5.6,55,8950,95,Harmony Korine,"
Comedy            ",3.49
1726,A Dog's Way Home,2019,6.7,50,8645,96,Charles Martin Smith,"
Adventure, Drama, Family            ",41.95
1727,Stuber,2019,6.2,42,8527,93,Michael Dowse,"
Action, Comedy, Crime            ",22.19
1728,Unplanned,2019,6.1,10,7980,106,"
Chuck Konzelman, 
Cary Solomon","
Biography, Drama            ",18.99
1729,Anna,2019,6.6,40,7511,119,Luc Besson,"
Action, Thriller            ",7.74
1730,Dolor y gloria,2019,7.8,81,7401,113,Pedro Almodóvar,"
Drama            ",0.01
1731,The Aftermath,2019,6.3,43,7267,108,James Kent,"
Drama, Romance, War            ",1.62
1732,Point Blank,2019,5.6,37,7186,86,Joe Lynch,"
Action, Thriller            ",0.01
1733,The Hole in the Ground,2019,5.7,63,7026,90,Lee Cronin,"
Horror            ",0.02
1734,The Great Hack,2019,7.0,67,6996,113,"
Karim Amer, 
Jehane Noujaim","
Documentary            ",0.01
1735,Knock Down the House,2019,6.9,80,6797,86,Rachel Lears,"
Documentary            ",0.01
1736,Paddleton,2019,7.2,70,6662,89,Alex Lehmann,"
Comedy, Drama            ",0.01
1737,Missing Link,2019,6.8,68,6516,94,Chris Butler,"
Animation, Adventure, Comedy            ",16.65
1738,Triple Threat,2019,5.5,60,6083,96,Jesse V. Johnson,"
Action, Thriller            ",0.08
1739,See You Yesterday,2019,5.0,74,6040,84,Stefon Bristol,"
Action, Adventure, Crime            ",0.01
1740,The Edge of Democracy,2019,7.4,81,5588,121,Petra Costa,"
Documentary, History            ",0.01
1741,Little,2019,5.4,49,5480,109,Tina Gordon,"
Comedy, Fantasy, Romance            ",40.67
1742,The Intruder,2019,5.5,39,5333,102,Deon Taylor,"
Drama, Horror, Mystery            ",35.42
1743,Wonder Park,2019,5.8,45,5299,85,Dylan Brown,"
Animation, Adventure, Comedy            ",45.22
1744,High Flying Bird,2019,6.2,78,5168,90,Steven Soderbergh,"
Drama, Sport            ",0.01
1745,The Inventor: Out for Blood in Silicon Valley,2019,7.1,66,4654,119,Alex Gibney,"
Documentary            ",0.01
1746,The Mustang,2019,6.9,77,4605,96,Laure de Clermont-Tonnerre,"
Drama            ",5.04
1747,Miss Bala,2019,5.6,41,4522,104,Catherine Hardwicke,"
Action, Crime, Drama            ",15.01
1748,A Dog's Journey,2019,7.4,43,4276,109,Gail Mancuso,"
Adventure, Comedy, Drama            ",22.55
1749,Late Night,2019,6.5,71,4221,102,Nisha Ganatra,"
Comedy, Drama            ",15.43
1750,Scary Stories to Tell in the Dark,2019,6.6,62,3815,111,André Øvredal,"
Horror, Mystery, Thriller            ",0.01
1751,Breakthrough,2019,5.9,46,3780,116,Roxann Dawson,"
Biography, Drama            ",40.71
1752,The Last Laugh,2019,5.6,31,3744,98,Greg Pritikin,"
Comedy            ",0.01
1753,Otherhood,2019,6.1,37,3645,100,Cindy Chupack,"
Comedy            ",0.01
1754,The Farewell,2019,8.2,90,3559,100,Lulu Wang,"
Comedy, Drama            ",8.1
1755,Avengement,2019,6.4,66,3450,90,Jesse V. Johnson,"
Action, Crime            ",0.01
1756,Daughter of the Wolf,2019,6.0,36,3293,88,David Hackl,"
Action, Thriller            ",0.01
1757,The Best of Enemies,2019,6.9,49,3230,133,Robin Bissell,"
Biography, Drama, History            ",10.21
1758,The Kid,2019,6.0,51,3091,100,Vincent D'Onofrio,"
Biography, Drama, Western            ",1.51
1759,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019,7.9,86,2801,142,Martin Scorsese,"
Documentary, Music            ",0.01
1760,A Madea Family Funeral,2019,4.3,39,2571,109,Tyler Perry,"
Comedy            ",73.26
1761,Killers Anonymous,2019,5.5,24,2399,95,Martin Owen,"
Action, Crime, Mystery            ",0.01
1762,UglyDolls,2019,4.7,40,2303,87,Kelly Asbury,"
Animation, Adventure, Comedy            ",20.15
1763,The Art of Self-Defense,2019,7.4,65,2262,104,Riley Stearns,"
Comedy, Drama, Sport            ",2.41
1764,The Poison Rose,2019,4.5,30,2219,98,"
Francesco Cinquemani, 
George Gallo","
Drama, Thriller            ",0.01
1765,The Last Black Man in San Francisco,2019,7.8,84,2108,121,Joe Talbot,"
Drama            ",4.35
1766,Der goldene Handschuh,2019,6.7,28,1868,115,Fatih Akin,"
Crime, Drama, Horror            ",0.01
1767,Photograph,2019,6.9,65,1798,110,Ritesh Batra,"
Drama, Romance            ",0.34
1768,Plus One,2019,6.6,66,1760,99,"
Jeff Chan, 
Andrew Rhymer","
Comedy, Drama, Romance            ",0.01
1769,Finding Steve McQueen,2019,6.2,56,1675,91,Mark Steven Johnson,"
Crime, Romance            ",0.01
1770,Domino,2019,4.4,40,1667,89,Brian De Palma,"
Crime, Thriller            ",0.01
1771,American Hangman,2019,5.9,38,1623,99,Wilson Coneybeare,"
Thriller            ",0.01
1772,The Souvenir,2019,6.6,92,1597,120,Joanna Hogg,"
Drama, Mystery, Romance            ",1.04
1773,Diego Maradona,2019,7.7,75,1519,130,Asif Kapadia,"
Documentary, Biography, Sport            ",0.01
1774,The Haunting of Sharon Tate,2019,3.1,8,1510,94,Daniel Farrands,"
Drama, Horror, Thriller            ",0.01
1775,Elisa y Marcela,2019,6.4,33,1489,118,Isabel Coixet,"
Biography, Drama, Romance            ",0.01
1776,Mercy Black,2019,4.9,48,1477,88,Owen Egerton,"
Horror, Mystery, Thriller            ",0.01
1777,Nancy Drew and the Hidden Staircase,2019,5.7,55,1476,89,Katt Shea,"
Comedy, Crime, Drama            ",0.01
1778,Poms,2019,5.5,36,1474,90,Zara Hayes,"
Comedy, Drama            ",13.63
1779,The Sun Is Also a Star,2019,5.4,52,1443,100,Ry Russo-Young,"
Drama, Romance            ",4.95
1780,Storm Boy,2019,6.9,67,1439,99,Shawn Seet,"
Adventure, Drama, Family            ",0.07
1781,Never Grow Old,2019,5.8,65,1398,100,Ivan Kavanagh,"
Action, Drama, Western            ",0.01
1782,I Hate Kids,2019,6.2,12,1371,89,John Asher,"
Adventure, Comedy            ",0.01
1783,Dora and the Lost City of Gold,2019,5.8,63,1347,102,James Bobin,"
Adventure, Family            ",0.01
1784,Native Son,2019,5.6,63,1250,104,Rashid Johnson,"
Drama            ",0.01
1785,La paranza dei bambini,2019,6.6,57,1212,105,Claudio Giovannesi,"
Crime, Drama            ",0.01
1786,"Berlin, I Love You",2019,4.5,34,1189,120,"
Dianna Agron, 
Peter Chelsom, 
Claus Clausen, 
Fernando Eimbcke, 
Justin Franklin, 
Dennis Gansel, 
Dani Levy, 
Daniel Lwowski, 
Stephanie Martin, 
Josef Rusnak, 
Til Schweiger, 
Massy Tadjedin, 
Gabriela Tscherniak","
Drama, Romance            ",0.01
1787,Lying and Stealing,2019,5.1,50,1180,100,Matt Aselton,"
Crime, Drama            ",0.01
1788,Blinded by the Light,2019,6.3,70,1163,117,Gurinder Chadha,"
Comedy, Drama, Music            ",0.01
1789,Hail Satan?,2019,7.1,76,1161,95,Penny Lane,"
Documentary            ",0.42
1790,Cold Blood Legacy,2019,4.5,25,1134,91,Frédéric Petitjean,"
Action, Thriller            ",0.01
1791,Synonymes,2019,7.0,86,1008,123,Nadav Lapid,"
Drama            ",0.01
1792,Trading Paint,2019,4.5,34,930,87,Karzan Kader,"
Action, Drama, Sport            ",0.01
1793,The Kitchen,2019,5.2,35,906,102,Andrea Berloff,"
Action, Crime, Drama            ",0.01
1794,Il traditore,2019,7.4,57,873,145,Marco Bellocchio,"
Biography, Crime, Drama            ",0.01
1795,I Trapped the Devil,2019,4.8,47,810,82,Josh Lobo,"
Drama, Horror, Mystery            ",0.01
1796,"The Gangster, the Cop, the Devil",2019,6.9,65,802,109,Won-Tae Lee,"
Action, Crime, Drama            ",0.21
1797,The Art of Racing in the Rain,2019,7.3,43,784,109,Simon Curtis,"
Comedy, Drama            ",0.01
1798,Di jiu tian chang,2019,7.6,74,769,180,Xiaoshuai Wang,"
Drama            ",0.01
1799,The Angry Birds Movie 2,2019,6.6,60,759,96,Thurop Van Orman,"
Animation, Adventure, Comedy            ",0.01
1800,A Score to Settle,2019,4.5,37,757,103,Shawn Ku,"
Action, Drama, Thriller            ",0.01
1801,The Operative,2019,5.5,47,749,116,Yuval Adler,"
Thriller            ",0.01
1802,Le daim,2019,6.9,72,721,77,Quentin Dupieux,"
Comedy            ",0.01
1803,Adam,2019,1.7,66,712,95,Rhys Ernst,"
Comedy            ",0.01
1804,Light of My Life,2019,6.6,68,694,119,Casey Affleck,"
Drama            ",0.01
1805,SGT. Will Gardner,2019,5.9,30,690,125,Max Martini,"
Action, Adventure, Drama            ",0.01
1806,Beats,2019,7.5,75,669,101,Brian Welsh,"
Comedy, Crime, Drama            ",0.01
1807,Good Boys,2019,5.6,52,648,89,Gene Stupnitsky,"
Adventure, Comedy            ",0.01
1808,L'intervention,2019,6.1,44,643,98,Fred Grivois,"
Action, Drama, History            ",0.01
